Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,0,0,9.983,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.595,22.024,24.094,2,80,80,90,11.058,14.3,15.357,3,80,70,80,16.697,22.376,23.875,3,Highly confident  100%,Highly confident  100%,90,9.058,15.556,16.523,4,60,60,70,19.616,25.812,28.007,3,90,90,90,15.358,17.514,18.895,3,40,30,40,11.416,19.257,20.256,6,80,90,90,13.119,16.581,17.74,3,50,50,30,12.209,17.044,17.943,4,60,70,70,10.411,17.892,18.919,3,80,90,80,8.972,13.043,13.766,5,70,70,80,3.563,7.884,8.907,4,60,60,40,70,3.235,18.508,19.631,6,Female,1971,Bachelor's degree in college,Rural,,Life experience,what they mention first,family dynamics,Trying to help people with the ad wording so that they get more bookings,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,11.7,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,18.66,33.824,35.688,2,60,70,60,13.933,16.345,17.322,3,70,50,70,19.206,26.752,28.477,3,70,50,80,16.3,19.007,19.834,3,70,80,60,15.359,17.662,18.574,3,70,80,80,16.053,20.676,21.483,3,80,90,80,10.79,12.685,13.947,3,70,50,50,17.499,20.654,21.995,3,80,60,70,24.542,29.714,30.628,3,70,80,60,13.082,15.557,16.401,3,80,70,80,12.931,15.282,16.105,3,80,60,80,2.857,5.973,6.89,3,80,70,60,40,5.285,13.681,14.641,4,Female,1965,Bachelor's degree in college,Suburban,,I thought about the person's environment,I thought about the personality of the person,I thought about the area where the person lived,evaluating others,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,2.446,0,,,,,,,The person in the profile and I are traveling together.,John is easy to see.,1.21,4.066,5.183,2,80,80,90,1.977,4.83,7.098,4,70,80,90,2.152,6.129,7,4,70,80,90,44.205,46.161,47.08,3,90,70,80,1.93,5.648,6.577,5,80,80,90,2.145,4.276,5.83,3,80,70,90,2.595,4.814,5.65,3,80,70,90,2.22,4.455,5.432,3,70,80,90,2.024,4.106,4.866,3,80,90,80,3,7.324,8.624,4,80,70,80,4.688,6.365,7.325,3,80,70,90,1.869,3.838,4.592,3,80,80,90,80,1.178,3.957,5.864,4,Male,1992,Bachelor's degree in college,Urban,,PERCENTAGE OF SURVEY,GOOD,QUALITY,NICE,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,5.081,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,21.757,25.24,25.864,6,90,80,90,9.642,13.952,14.539,12,70,80,90,16.914,21.264,22.183,9,90,90,90,7.221,12.054,12.642,12,Highly confident  100%,Highly confident  100%,90,5.623,8.965,9.038,10,70,80,90,10.513,17.934,18.59,10,60,70,60,9.111,15.564,16.568,9,70,80,80,7.7,13.33,13.41,11,80,90,80,13.126,18.183,19.041,9,80,80,70,9.856,16.981,17.04,13,80,90,90,8.877,11.338,11.962,8,80,90,70,3.59,7.564,8.566,8,30,80,80,80,3.823,15.456,16.316,11,Female,1987,"Professional degree (JD, MD)",Urban,,I look for a person that is warm and friendly ,Someone that knows the city well and can help if I need suggestions ,Someone that respects privacy and doesn’t expect to spend time together. ,I determined if the profile of a host made me feel that there home would be a good fit for me while on a trip. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.899,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,17.406,19.278,20.307,2,80,80,80,7.622,8.872,22.212,3,50,50,50,5.41,7.497,9.086,4,90,90,90,6.333,8.069,9.058,3,80,80,80,11.723,18.315,20.321,4,90,90,90,8,9.144,10.182,3,Not confident 0%,Not confident 0%,Not confident 0%,7.783,9.184,9.861,4,60,60,60,8.301,9.333,11.002,3,50,50,50,5.742,7.678,9.268,3,50,50,50,7.923,9.235,10.872,4,Not confident 0%,Not confident 0%,Not confident 0%,8.428,10.173,11.314,3,70,70,70,4.006,4.742,8.332,3,90,90,90,Strongly disagree 0%,5.181,12.5,13.354,4,Male,1988,High school graduate,Suburban,,Did they seem real.,Are they semi professional.,If it sounded like a dating profile I rated low.,Trust,,,,,baseline
TRUE,I CONSENT to take part in the study.,35.722,40.955,42.165,2,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.279,25.617,26.935,8,70,70,70,11.072,28.003,28.813,18,70,80,80,1.359,75.997,77.013,29,70,80,70,14.284,26.899,27.932,13,60,60,60,10.566,38.285,40.147,13,60,40,50,1.636,42.599,43.596,19,50,50,50,13.538,24.902,25.862,15,60,50,60,23.258,35.56,37.379,15,60,40,60,1.81,35.646,39.047,19,50,60,60,1.825,78.511,79.693,17,70,50,70,15.271,28.252,28.313,15,80,80,70,5.286,24.48,25.445,18,50,80,90,20,9.521,33.772,34.757,17,Male,1965,Bachelor's degree in college,Suburban,,Discription of home,What the individual has to offer for help,How they talk about themselves. ,How how perceive individuals in a small paragraph. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.116,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.53,17.529,20.066,2,Highly confident  100%,60,Highly confident  100%,22.568,27.041,28.948,4,50,20,50,60.171,68.9,69.737,4,60,50,90,23.423,28.758,29.146,4,80,90,70,9.509,13.959,14.888,3,Highly confident  100%,50,Highly confident  100%,16.64,22.656,24.336,3,40,20,30,13.542,18.502,19.768,3,40,10,40,13.328,17.632,18.585,4,Not confident 0%,Not confident 0%,Not confident 0%,13.006,16.007,16.872,3,40,30,60,24.041,26.969,27.77,3,30,50,80,10.221,15.315,16.097,4,80,60,50,3.431,8.977,9.762,3,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,Strongly disagree 0%,10.858,14.94,15.331,5,Male,1985,High school graduate,Suburban,,how they mentioned their housing,how they mentioned their personal life,background that had to deal with hospitality. ,I think it was to see how we felt about the ads influencing how we perceived someone.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,4.53,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.073,17.469,18.567,4,80,Highly confident  100%,Highly confident  100%,6.162,7.894,10.133,3,90,80,Highly confident  100%,9.684,21.156,22.039,4,90,90,Highly confident  100%,4.172,5.548,6.543,3,70,90,Highly confident  100%,3.879,6.883,7.551,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,5.461,7.564,8.463,3,60,60,Highly confident  100%,3.823,6.182,7.047,3,40,30,50,10.481,13.781,15.008,4,50,40,90,5.206,7.994,8.773,3,70,40,Highly confident  100%,4.264,8.272,9.166,5,40,40,90,9.641,13.477,13.813,5,80,70,40,1.619,7.034,7.952,4,90,Strongly agree 100%,20,Strongly disagree 0%,2.277,55.437,56.782,4,Male,1991,Bachelor's degree in college,Suburban,,Friendliness - How nice the people are,Cleanliness - How clean their living space is,Accomodating - How willing are they to help out with various concerns,Gauge views on what is important in a host,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,20.216,0,,,,,,,The person in the profile and I are traveling together.,John is easy to see.,11.443,39.307,40.794,2,80,80,90,9.221,12.325,14.051,3,70,90,80,22.766,28.102,29.461,3,90,80,70,9.242,12.682,13.674,3,90,90,Highly confident  100%,12.946,17.914,18.842,3,80,80,90,26.21,28.105,29.448,3,60,50,80,142.298,156.873,157.968,3,70,70,90,77.58,89.924,91.083,3,60,50,50,18.439,22.4,23.463,3,70,70,70,12.516,15.141,16.059,3,60,70,60,23.278,27.053,28.029,3,80,90,90,3.654,7.87,8.959,3,70,70,80,50,4.097,13.33,15.331,4,Female,1976,High school graduate,Suburban,,The persons lifestyle,Their jobs,How they presented themselves,To get a persons opinion on different profiles of people ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,6.369,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,12.091,19.618,30.735,2,60,60,60,30.819,51.868,52.781,4,10,10,Not confident 0%,21.177,31.409,38.563,4,90,90,90,14.34,24.061,28.351,3,80,80,80,9.967,24.302,25.353,4,90,90,90,10.377,12.617,13.348,3,40,40,40,18.361,28.704,31.532,3,30,50,90,15.274,34.09,37.382,7,20,20,20,20.257,25.881,29.197,3,10,10,10,11.015,23.839,25.873,4,70,50,60,14.498,20.779,21.886,4,70,70,60,4.23,14.078,16.25,3,90,90,80,Strongly disagree 0%,4.325,21.068,22.641,4,Female,1982,Master's degree,Rural,,grammar/style of writing,lifestyle,hobbies/family life,perceptions of others,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,5.916,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.922,16.569,17.931,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,11.957,14.644,19.223,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,17.624,20.088,21.359,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,12.503,15.375,16.039,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,12.608,17.73,19.088,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,15.613,18.157,19.498,3,80,80,80,10.73,19.305,20.002,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,35.325,37.295,38.567,3,Highly confident  100%,70,Highly confident  100%,20.708,29.165,30.119,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,13.393,15.809,17.039,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,15.006,17.959,19.269,4,Strongly agree 100%,Strongly agree 100%,50,3.71,11.214,12.144,4,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,3.648,13.807,14.843,4,Female,1983,Bachelor's degree in college,Suburban,,Safety,Comfort,Amenities ,How people judge where to stay at AirBNB,,,,,baseline
TRUE,I CONSENT to take part in the study.,5.017,5.017,7.578,1,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.809,15.325,17.67,2,60,60,50,15.661,22.063,23.712,4,60,60,60,17.323,22.194,24.727,4,50,50,50,9.773,11.917,19.074,4,60,50,60,5.648,11.103,12.38,5,50,50,50,10.236,12.773,14.589,3,50,50,50,64.496,71.18,71.893,4,50,50,50,18.344,20.055,21.074,3,40,40,40,23.295,24.888,26.12,3,50,50,50,9.066,12.131,13.575,3,50,50,50,25.076,27.621,28.771,3,Strongly disagree 0%,Strongly disagree 0%,Strongly disagree 0%,3.249,7.017,9.567,5,90,90,80,20,4.023,18.11,19.25,8,Female,1970,High school graduate,Suburban,,self promotion vs accomodation promotion,habits,pets and kids,no idea I just focus on giving honest answers to give you valid data,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,31.832,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.84,20.168,24.804,2,80,90,90,13.008,20.176,20.89,3,Highly confident  100%,90,Highly confident  100%,20.962,25.542,26.118,3,80,Highly confident  100%,90,12.906,15.75,16.408,3,90,Highly confident  100%,Highly confident  100%,18.252,22.93,25.318,3,Highly confident  100%,90,Highly confident  100%,34.65,73.714,76.204,3,60,80,90,26.142,39.862,51.036,5,70,60,70,15.622,25.758,26.986,3,30,30,60,8.194,30.162,34.218,7,40,50,70,10.14,16.09,19.468,3,70,70,90,8.456,14.936,16.24,3,50,30,70,2.92,22.478,23.446,9,Strongly agree 100%,Strongly agree 100%,50,20,3.322,13.032,14.864,4,Male,1988,High school graduate,Suburban,,Their marital status (single people I guessed would be less clean and accommodating on average than a married couple or someone with kids),Age of the person (I just had to guess their age based on how they wrote about themselves.  I assumed younger people would be more sloppy and less accommodating),Gender (females would probably be more helpful and much less likely to scam/harm you),To see how we evaluate different hosts on certain aspects.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,7.959,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,11.014,20.419,22.176,2,80,80,80,9.551,11.889,12.927,3,90,90,90,8.217,10.601,11.431,3,80,80,70,7.489,12.153,13.286,4,70,70,70,7.336,9.158,10.112,3,80,80,50,12.028,15.868,16.846,4,70,70,70,9.76,11.602,12.655,3,70,70,90,8.745,11.642,12.495,4,30,50,50,10.221,12.888,14.01,3,10,10,80,12.998,18.647,19.78,3,70,70,70,8.423,11.335,12.428,3,70,70,50,2.24,5.004,6.043,3,70,70,70,50,2.891,10.184,11.246,4,Male,1976,Bachelor's degree in college,Urban,,their hobbies,their language,their amount of professionalism,first impressions of house sharing ads,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,7.151,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,4.61,9.832,15.889,2,80,80,80,4.756,7.139,7.552,4,60,70,60,5.614,8.957,9.709,3,90,80,80,3.576,8.18,8.535,4,90,90,80,6.693,8.572,9.651,3,80,70,70,4.352,7.168,8.164,4,70,70,60,6.568,8.618,9.771,4,70,80,80,11.953,16.482,17.41,4,50,70,70,4.262,6.046,6.98,3,50,70,70,17.426,20.188,21.445,3,80,80,80,9.546,10.978,11.886,3,80,80,70,4.585,8.288,9.097,4,70,80,70,30,2.701,7.844,8.762,4,Female,1990,High school graduate,Rural,,gender,profession,hobbies,I think the researchers are looking to see how people judge others just by the little information they are given. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,55.304,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.372,10.525,11.608,2,70,80,90,8.902,13.479,14.124,5,80,60,90,89.726,93.63,94.381,6,70,80,80,6.213,8.18,9.042,3,90,80,80,5.723,10.818,11.465,5,90,70,60,40.355,45.227,45.907,6,70,60,80,64.511,67.024,67.565,3,50,60,80,32.398,36.41,37.012,3,50,40,60,129.317,133.237,134.083,4,60,40,60,141.653,145.791,146.443,5,60,60,90,114.293,117.331,118.116,3,70,70,60,2.978,6.131,6.538,5,80,70,50,10,2.532,35.323,36.266,5,Female,1984,High school graduate,Suburban,,Job - how busy they are would contribute to their cleanliness,Interests - if they mention interests then they are likely to share a lot of info, General personality - the friendlier they seem the more accommodating they will be,Thoughts on determining what makes a good host.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.477,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.787,17.626,20.459,3,60,60,20,15.708,21.621,22.989,5,60,70,20,27.438,41.035,42.507,5,50,80,30,13.434,25.725,27.128,5,50,60,20,15.418,27.728,29.228,5,70,70,20,13.135,20.419,21.55,5,50,50,20,17.846,35.558,36.595,7,60,60,20,16.504,27.436,28.82,5,50,50,20,17.492,23.977,24.821,5,50,50,20,16.721,25.688,26.932,5,20,50,20,16.602,35.529,36.677,8,80,30,50,10.334,18.557,19.752,4,40,30,70,80,6.588,26.087,26.943,6,Female,1978,Bachelor's degree in college,Suburban,,Description of the place to stay,Any mention of guiding the guests,Professionalism and grammar,To see if people trust what they read in ads or not?????,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,2.294,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,18.209,68.482,69.084,4,70,60,70,2.714,6.333,7.948,5,70,40,70,5.966,9.46,10.733,4,60,50,60,8.998,13.335,14.763,5,50,70,60,2.846,9.235,10.114,6,70,60,90,3.964,7.537,8.172,5,40,30,40,3.444,27.16,28.598,5,40,30,40,7.542,9.168,9.967,3,60,30,50,8.452,11.798,12.802,4,50,30,70,5.249,9.939,11.078,4,70,40,60,11.004,14.753,15.735,3,60,40,50,0.446,2.002,3.119,3,50,70,30,50,27.194,33.972,35.555,5,Male,1996,Bachelor's degree in college,Suburban,,How old they were,What they liked,If they seemed professional,perception,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,4.587,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.78,14.882,17.159,5,90,90,80,6.279,12.438,13.474,12,90,90,80,10.441,17.331,17.398,11,80,90,80,4.061,26.902,27.54,15,80,80,60,8.029,18.049,18.095,15,80,80,80,16.618,22.053,22.643,10,70,70,50,7.798,14.497,15.517,11,60,70,60,12.656,18.889,19.923,13,50,50,40,8.659,16.737,17.787,12,60,70,40,9.801,17.8,18.994,13,70,70,50,6.914,15.662,16.887,12,70,70,70,2.765,10.698,11.629,13,80,80,20,10,2.738,15.769,17.85,14,Male,1981,Master's degree,Suburban,,Truthfulness,Intelligence ,Occupation,Perception of profiles ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,10.477,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.532,15.742,16.676,2,50,70,70,17.416,20.392,21.16,3,90,60,70,21.862,33.467,34.893,5,70,60,70,13.354,20.073,20.996,4,60,80,70,10.562,18.14,18.921,3,90,90,70,28.587,42.885,43.731,5,50,40,50,12.869,18.178,18.962,3,50,50,50,14.911,23.499,29.941,3,40,50,50,21.636,25.137,26.271,3,50,50,50,28.258,35.371,36.447,3,50,50,50,11.692,14.343,24.709,3,50,30,20,4.574,23.875,27.066,6,70,Strongly agree 100%,70,Strongly disagree 0%,6.795,25.417,25.76,8,Male,1986,Bachelor's degree in college,Urban,,Grammar,Elaboration on whether that profile meets my needs,The type of person they portray,To understand how people decide whether a profile is a valuable option in correlation with the way people feel about humans in general.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,129.351,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,23.476,31.38,37.064,2,70,60,50,23.831,30.617,31.94,3,70,70,60,29.82,33.395,35.538,3,80,80,70,42.336,55.918,56.837,3,60,60,50,11.351,14.942,17.63,3,70,50,50,23.404,27.873,28.734,4,60,70,70,13.277,15.692,17.385,3,60,60,70,11.866,15.328,17.388,3,50,50,40,19.42,21.55,23.722,3,50,50,40,16.455,21.06,23.28,3,60,60,50,12.584,16.303,18.887,3,90,90,60,4.297,14.211,15.799,3,Strongly disagree 0%,Strongly disagree 0%,Strongly disagree 0%,Strongly disagree 0%,6.877,22.354,23.759,4,Male,1953,Bachelor's degree in college,Rural,,How serious they take the job of hosting. Is it just a hobby or an important source of income?,Experiance ,Referring to appropriate/inappropriate behaviors ,To rate travel hosts.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,63.84,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.753,25.3,27.17,3,80,Highly confident  100%,90,61.647,140.239,141.532,10,Highly confident  100%,80,40,2.56,47.606,49.774,11,30,90,50,4.324,95.775,97.131,8,Highly confident  100%,Highly confident  100%,80,21.005,33.11,34.608,6,Highly confident  100%,90,70,21.406,45.54,47.088,10,70,80,60,18.565,56.553,59.069,11,40,Highly confident  100%,80,6.866,45.554,47.767,8,30,20,40,3.535,30.636,31.914,5,60,70,60,19.051,62.121,63.493,13,60,40,60,10.571,96.974,98.297,10,50,40,60,5.98,34.713,35.826,6,70,Strongly agree 100%,Strongly agree 100%,80,7.812,72.421,73.954,12,Female,1973,Bachelor's degree in college,Urban,,"How a host social life and occupation would have an impact on their home environment, social abilities, etc. Example, I perceived a host who worked a large amount as maybe not having the best kept or clean home. ","The host economic position, if they were well off I felt there was more of a risk in being overcharged. ",If the host appeared to be social I felt they would be more helpful and communicative with their guest. ,"How a person perceives their potential host home, helpfulness and if they were trustworthy based on their profile. ",,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.538,0,,,,,,,The person in the profile is traveling and I am offering to host.,John is easy to see.,7.79,36.778,38.276,2,70,70,60,1.538,3.484,4.4,3,60,60,70,1.55,2.904,4.842,3,50,60,60,1.682,3.986,5.568,3,70,60,70,2.608,5.032,6.158,3,60,70,50,1.94,4.724,6.192,4,50,60,50,5.028,7.982,10.428,3,70,80,50,2.834,9.328,10.95,5,60,70,50,1.67,5.646,6.746,5,60,70,70,2.756,6.356,7.35,4,60,70,60,6.6,8.848,9.778,3,70,80,50,3.42,6.766,8.236,3,60,70,60,20,3.552,12.49,13.754,6,Male,1992,Master's degree,Suburban,,The approach paths,"The aim, problems, procedure",Complex and component attributes,"According to the Web Center for Research Methods, evaluation entails systematic gathering of data as a way to gain feedback to inform decisions. Specific purposes for conducting evaluation research vary considerably.",,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,6.32,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.483,13.331,14.393,2,60,70,70,14.691,21.731,23.337,3,60,50,70,15.444,22.38,23.837,4,50,70,70,8.45,15.53,15.88,4,50,60,80,8.521,14.201,15.151,3,80,90,80,11.069,16.829,18.14,3,40,50,60,9.827,15.372,16.17,5,40,40,40,11.705,16.242,18.255,3,30,30,50,12.293,18.037,18.821,5,30,30,50,8.713,13.144,14.063,3,50,50,50,7.291,10.499,11.394,3,60,60,60,2.57,8.69,9.561,4,40,60,60,50,4.293,15.245,16.014,4,Female,1974,"Professional degree (JD, MD)",Suburban,,Experience with Vacation Rentals,Age of Hosts,Male vs. Female,My guess is to see how people perceive certain kinds of people and whether stereotypes are involved.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,4.748,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,22.98,30.867,31.916,2,60,90,90,10.753,20.537,21.68,9,80,70,90,29.046,34.109,35.298,3,80,90,Highly confident  100%,7.505,10.456,11.461,3,90,80,90,6.96,11.191,12.083,3,60,70,80,24.852,35.628,36.537,7,40,60,60,5.744,22.32,23.099,8,80,60,70,10.819,14.554,15.441,4,50,40,70,6.326,13.068,13.388,8,40,30,50,8.074,11.242,12.887,3,50,60,90,6.341,12.477,13.429,4,70,60,70,2.254,18.662,19.292,9,80,Strongly agree 100%,90,20,3.01,10.793,11.885,5,Male,1987,Bachelor's degree in college,Suburban,,whether they sound responsible,"whether they sounded young or old, with slight preference for older people",whether they sounded like community oriented people,gut judgement about people and their description.,,,,,baseline
TRUE,I CONSENT to take part in the study.,9.461,16.272,23.194,4,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.436,19.209,25.229,2,90,80,70,5.643,32.942,34.261,4,90,60,40,0.961,22.136,23.51,4,70,70,60,86.309,101.101,102.379,6,80,50,50,0.812,14.475,16.041,5,90,50,40,1.204,28.138,29.952,6,60,50,60,6.131,27.679,29.68,4,70,70,80,1.217,13.136,14.567,4,80,30,30,1.294,17.515,19.637,5,40,60,60,1.829,20.207,21.824,4,80,50,70,1.084,13.773,15.616,4,50,50,70,12.223,20.536,22.742,4,80,90,80,10,37.376,57.689,58.307,7,Male,1988,High school graduate,Suburban,,Initial thoughts - Thought how they would be,Gut - Went with my gut,"What they do - could be related to cleanliness, etc",Not sure,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.974,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.346,15.445,17.446,6,80,80,80,23.509,27.721,28.867,9,90,90,90,15.248,20.259,21.34,9,80,80,80,10.37,14.426,15.526,9,70,70,70,7.091,12.022,13.086,9,80,80,80,15.022,18.084,19.442,9,70,80,80,9.526,16.514,17.513,11,30,40,50,3.208,41.704,42.791,15,60,60,60,14.677,19.306,20.252,9,40,60,50,11.904,18.712,19.706,9,60,70,70,9.201,14.076,15.001,9,70,70,70,45.608,75.497,76.61,8,80,80,Strongly agree 100%,20,4.535,16.349,17.338,11,Male,1992,High school graduate,Suburban,,Relatibility ,Niceness,Kindness,Finding out opinions,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,3.046,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.219,14.393,15.992,2,50,60,60,3.054,4.335,5.152,3,70,70,70,161.583,162.294,163.745,3,70,80,80,3.37,4.713,5.494,3,70,70,70,4.319,5.798,6.81,3,70,80,80,6.18,8.827,9.623,5,60,70,70,8.739,12.866,14.115,4,50,60,60,4.875,6.244,7.816,4,50,50,50,4.647,5.88,7.025,3,50,60,60,5.314,7.089,8.135,3,50,60,60,5.418,6.762,7.853,3,90,90,80,2.066,5.203,5.72,4,50,50,40,20,2.671,9.684,10.721,5,Male,1982,Master's degree,Urban,,If the person sounds responsible,They sound like they'll be out of town,They sound like they've been doing this for a while,How people perceive hosts of sites like Airbnb,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,5.218,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.448,28.163,29.26,2,70,70,Highly confident  100%,12.327,16.69,17.944,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,24.672,26.5,27.232,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,69.449,75.018,75.75,3,Highly confident  100%,60,Highly confident  100%,17.416,21.409,22.048,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.661,10.821,11.785,4,70,70,90,11.812,14.945,15.857,4,70,50,70,5.37,11.424,12.444,5,80,60,80,7.246,7.246,8.651,1,80,70,90,17.01,24.733,26.906,6,90,80,80,11.76,13.175,16.114,3,70,80,80,3.101,6.227,7.316,4,90,60,Strongly agree 100%,20,3.428,12.971,14.046,7,Female,1988,Bachelor's degree in college,Suburban,, your marital status,if they have kids,and what they do for living,to evaluate profiles,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,10.293,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.63,16.006,17.893,2,90,80,80,15.926,21.454,23.055,3,80,80,90,17.217,21.138,22.233,3,50,90,Highly confident  100%,18.823,25.88,27.296,3,70,90,80,8.772,12.156,13.26,3,80,90,Highly confident  100%,14.939,19.834,21.051,3,60,70,60,12.027,17.467,19.027,3,50,70,Highly confident  100%,19.801,24.417,25.409,3,50,60,70,16.401,20.793,21.983,3,60,80,Highly confident  100%,15.877,20.773,21.845,3,70,60,80,11.892,16.459,18.395,3,80,90,60,4.074,10.674,12.354,3,40,60,70,40,5.348,18.835,20.004,5,Female,1968,High school graduate,Suburban,,character,sincerity,honest profile,how to judge honesty in a profile listing for vacation homes,,,,,baseline
